phrase_id,language,text,noise_level,is_distress,confidence_label,detected_entities
DP001229,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001230,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP001231,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001232,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP001233,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001234,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001235,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001236,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001237,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001238,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001239,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001240,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001241,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001242,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001243,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001244,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP001245,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP001246,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001247,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001248,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001249,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001250,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001251,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001252,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001253,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001254,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP001255,en,Taking a tuk-tuk tour of Colombo,0.08,0,0.83,locations=[];threats=[]
DP001256,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001257,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001258,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001259,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001260,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001261,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001262,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001263,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP001264,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001265,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001266,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001267,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP001268,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001269,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001270,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001271,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001272,en,Drunk driver almost hit me,0.16,1,0.75,locations=[];threats=[]
DP001273,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001274,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001275,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001276,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP001277,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001278,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP001279,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001280,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP001281,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP001282,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001283,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP001284,si,අද මිරිස්ස වෙරළ ඉතාම ලස්සනයි,0.04,0,0.93,locations=[];threats=[]
DP001285,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001286,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001287,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001288,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP001289,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001290,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001291,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP001292,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001293,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001294,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP001295,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001296,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001297,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001298,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001299,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001300,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001301,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001302,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001303,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001304,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001305,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001306,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001307,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001308,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001309,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001310,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001311,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001312,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001313,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001314,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001315,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001316,ta,அவசர நிலை உடனடி உதவி தேவை,0.09,1,0.77,locations=[];threats=[]
DP001317,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP001318,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP001319,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP001320,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP001321,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001322,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001323,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001324,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP001325,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001326,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001327,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP001328,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001329,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001330,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001331,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001332,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP001333,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001334,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001335,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001336,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001337,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001338,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP001339,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001340,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001341,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001342,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP001343,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001344,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001345,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001346,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP001347,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001348,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001349,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001350,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001351,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP001352,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001353,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001354,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001355,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001356,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP001357,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP001358,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001359,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001360,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001361,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP001362,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001363,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001364,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001365,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP001366,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP001367,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001368,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001369,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001370,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001371,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001372,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP001373,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001374,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP001375,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP001376,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001377,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001378,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001379,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001380,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP001381,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001382,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001383,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001384,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001385,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001386,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001387,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001388,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP001389,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001390,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001391,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001392,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001393,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001394,ko,도와주세요 위험합니다,0.42,1,0.83,locations=[];threats=[]
DP001395,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001396,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001397,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP001398,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001399,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001400,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001401,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001402,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001403,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001404,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP001405,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001406,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001407,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001408,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001409,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001410,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001411,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP001412,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001413,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001414,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001415,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001416,de,Hilfe bitte ich bin in Gefahr,0.4,1,0.98,locations=[];threats=[]
DP001417,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001418,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001419,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001420,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001421,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001422,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP001423,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001424,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001425,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP001426,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001427,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001428,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001429,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001430,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001431,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001432,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001433,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001434,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP001435,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001436,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001437,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001438,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001439,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001440,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001441,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001442,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001443,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001444,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP001445,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001446,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001447,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP001448,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001449,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001450,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001451,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001452,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001453,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001454,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP001455,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001456,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001457,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP001458,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001459,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001460,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001461,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001462,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001463,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001464,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001465,ta,நண்பர் மயக்கமடைந்துள்ளார் ஆம்புலன்ஸ் அழைக்கவும்,0.3,1,0.89,locations=[];threats=[]
DP001466,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP001467,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP001468,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001469,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP001470,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001471,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP001472,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP001473,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001474,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001475,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP001476,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP001477,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP001478,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001479,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001480,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001481,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP001482,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP001483,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001484,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001485,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001486,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP001487,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001488,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001489,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001490,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP001491,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP001492,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001493,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP001494,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001495,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001496,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP001497,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001498,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP001499,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001500,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP001501,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001502,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP001503,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP001504,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP001505,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001506,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP001507,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP001508,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP001509,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP001510,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP001511,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001512,de,Hilfe bitte ich bin in Gefahr,0.4,1,0.98,locations=[];threats=[]
DP001513,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001514,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001515,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP001516,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001517,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP001518,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP001519,en,Drunk driver almost hit me,0.16,1,0.75,locations=[];threats=[]
DP001520,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP001521,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP001522,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001523,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001524,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP001525,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP001526,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP001527,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP001528,ta,நண்பர் மயக்கமடைந்துள்ளார் ஆம்புலன்ஸ் அழைக்கவும்,0.3,1,0.89,locations=[];threats=[]
DP001529,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP001530,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP001531,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP001532,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP001533,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP001534,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
